%dir	flowInd	flowStat	timeFirst	timeLast	duration	numHdrDesc	numHdrs	hdrDesc	srcMac	dstMac	ethType	ethVlanID	srcIP	srcIPCC	srcIPOrg	srcPort	dstIP	dstIPCC	dstIPOrg	dstPort	l4Proto	macStat	macPairs	srcMac_dstMac_numP	srcMacLbl_dstMacLbl	dstPortClassN	dstPortClass	numPktsSnt	numPktsRcvd	numBytesSnt	numBytesRcvd	minPktSz	maxPktSz	avePktSize	stdPktSize	minIAT	maxIAT	aveIAT	stdIAT	pktps	bytps	pktAsm	bytAsm	tcpFStat	ipMindIPID	ipMaxdIPID	ipMinTTL	ipMaxTTL	ipTTLChg	ipToS	ipFlags	ipOptCnt	ipOptCpCl_Num	ip6OptCntHH_D	ip6OptHH_D	tcpISeqN	tcpPSeqCnt	tcpSeqSntBytes	tcpSeqFaultCnt	tcpPAckCnt	tcpFlwLssAckRcvdBytes	tcpAckFaultCnt	tcpBFlgtMx	tcpInitWinSz	tcpAveWinSz	tcpMinWinSz	tcpMaxWinSz	tcpWinSzDwnCnt	tcpWinSzUpCnt	tcpWinSzChgDirCnt	tcpWinSzThRt	tcpFlags	tcpAnomaly	tcpOptPktCnt	tcpOptCnt	tcpOptions	tcpMSS	tcpWS	tcpMPTBF	tcpMPF	tcpMPAID	tcpMPdssF	tcpTmS	tcpTmER	tcpEcI	tcpUtm	tcpBtm	tcpSSASAATrip	tcpRTTAckTripMin	tcpRTTAckTripMax	tcpRTTAckTripAve	tcpRTTAckTripJitAve	tcpRTTSseqAA	tcpRTTAckJitAve	tcpStatesAFlags	icmpStat	icmpTCcnt	icmpBFTypH_TypL_Code	icmpTmGtw	icmpEchoSuccRatio	icmpPFindex	connSip	connDip	connSipDip	connSipDprt	connF
A	180	0x0400000000004000	1556336554.059377	1556336554.108575	0.049198	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	40649	172.217.12.131	us	"Google LLC"	443	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_5	GoogleInc,US_-	443	https	5	4	1804	1501	28	1350	360.8	405.8884	0	0.022756	0.0098396	0.008862983	101.6301	36668.16	0.1111111	0.09167928	0x0001	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.002227	0.019565	0.01519025	0.006481682	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	11	1	2	10	0.9090909
B	180	0x0400000000004001	1556336554.079364	1556336554.088406	0.009042	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		172.217.12.131	us	"Google LLC"	443	192.168.10.222	07	"Private network"	40649	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_4	-_GoogleInc,US	443	https	4	5	1501	1804	20	1350	375.25	423.1183	0	0.008954	0.0022605	0.003346823	442.38	166003.1	-0.1111111	-0.09167928	0x0001	0	0	56	56	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.003191	0.020169	0.0060174	0.006675845	0.02120765	0.009304791	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	11	1	9	9
A	181	0x0400000000004000	1556336572.316450	1556336572.316577	0.000127	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	41365	8.8.8.8	us	"Google LLC"	53	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_2	GoogleInc,US_-	53	domain	2	2	64	108	32	32	32	0	0	0.000127	6.35e-05	4.490128e-05	15748.03	503937	0	-0.255814	0x0001	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.022154	0.02266	0.022407	0.0001788989	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	10	1	18	16	1.6
B	181	0x0400000000004001	1556336572.338731	1556336572.339237	0.000506	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		8.8.8.8	us	"Google LLC"	53	192.168.10.222	07	"Private network"	41365	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_2	-_GoogleInc,US	53	domain	2	2	108	64	48	60	54	4.24264	0	0.000506	0.000253	0.000178898	3952.569	213438.7	0	0.255814	0x0001	1	1	119	119	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.022407	0.0001788989	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	10	17	15	15
A	182	0x0400000000004000	1556336611.346597	1556336611.346597	0.000000	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	68	192.168.10.254	07	"Private network"	67	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_1	GoogleInc,US_-	67	bootps	1	1	356	304	356	356	356	0	0	0	0	0	0	0	0	0.07878788	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.094581	0.094581	0.094581	0.094581	0	0.094581	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	10	1	4	2	0.2
B	182	0x0400000000004001	1556336611.441178	1556336611.441178	0.000000	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		192.168.10.254	07	"Private network"	67	192.168.10.222	07	"Private network"	68	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_1	-_GoogleInc,US	67	bootps	1	1	304	356	304	304	304	0	0	0	0	0	0	0	0	-0.07878788	0x0001	65535	0	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.094581	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	10	3	1	1
A	183	0x0400000000004000	1556336614.107624	1556336614.107624	0.000000	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	41097	8.8.8.8	us	"Google LLC"	53	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_1	GoogleInc,US_-	53	domain	1	1	47	63	47	47	47	0	0	0	0	0	0	0	0	-0.1454545	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.021653	0.021653	0.021653	0.021653	0	0.021653	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	10	1	20	18	1.8
B	183	0x0400000000004001	1556336614.129277	1556336614.129277	0.000000	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		8.8.8.8	us	"Google LLC"	53	192.168.10.222	07	"Private network"	41097	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_1	-_GoogleInc,US	53	domain	1	1	63	47	63	63	63	0	0	0	0	0	0	0	0	0.1454545	0x0001	65535	0	119	119	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.021653	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	10	19	17	17
A	184	0x0400000000004000	1556336614.140243	1556336614.206396	0.066153	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	58919	172.217.11.3	us	"Google LLC"	443	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_5	GoogleInc,US_-	443	https	5	4	1804	1501	28	1350	360.8	405.8884	0	0.042804	0.0132306	0.01511089	75.58237	27270.12	0.1111111	0.09167928	0x0001	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.005742	0.020224	0.01659575	0.005426879	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	10	1	8	10	1
B	184	0x0400000000004001	1556336614.160466	1556336614.169334	0.008868	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		172.217.11.3	us	"Google LLC"	443	192.168.10.222	07	"Private network"	58919	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_4	-_GoogleInc,US	443	https	4	5	1501	1804	20	1350	375.25	423.1183	0	0.008846	0.002217	0.003314502	451.06	169260.3	-0.1111111	-0.09167928	0x0001	0	0	56	56	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.002835	0.037062	0.0086002	0.01277708	0.02519595	0.01388181	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	10	7	9	9
A	185	0x0400000000004000	1556336630.797464	1556336630.797464	0.000000	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	45396	8.8.8.8	us	"Google LLC"	53	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_1	GoogleInc,US_-	53	domain	1	1	37	77	37	37	37	0	0	0	0	0	0	0	0	-0.3508772	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.022779	0.022779	0.022779	0.022779	0	0.022779	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	10	1	18	16	1.6
B	185	0x0400000000004001	1556336630.820243	1556336630.820243	0.000000	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		8.8.8.8	us	"Google LLC"	53	192.168.10.222	07	"Private network"	45396	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_1	-_GoogleInc,US	53	domain	1	1	77	37	77	77	77	0	0	0	0	0	0	0	0	0.3508772	0x0001	65535	0	119	119	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.022779	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	10	17	15	15
A	187	0x0400000000004000	1556336636.483737	1556336636.483841	0.000104	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	39581	8.8.8.8	us	"Google LLC"	53	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_2	GoogleInc,US_-	53	domain	2	2	64	108	32	32	32	0	0	0.000104	5.2e-05	3.676955e-05	19230.77	615384.6	0	-0.255814	0x0001	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.020566	0.022346	0.021456	0.0006293249	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	10	1	16	14	1.4
B	187	0x0400000000004001	1556336636.504407	1556336636.506187	0.001780	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		8.8.8.8	us	"Google LLC"	53	192.168.10.222	07	"Private network"	39581	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_2	-_GoogleInc,US	53	domain	2	2	108	64	48	60	54	4.24264	0	0.00178	0.00089	0.000629325	1123.595	60674.16	0	0.255814	0x0001	1	1	119	119	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.021456	0.0006293249	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	10	15	13	13
A	186	0x0400000000004000	1556336630.833755	1556336645.875440	15.041685	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	55596	172.217.12.174	us	"Google LLC"	443	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_9	GoogleInc,US_-	443	https	9	6	6418	1874	23	1350	713.1111	537.6546	0	14.98637	1.671298	4.438367	0.5983372	426.6809	0.2	0.5479981	0x0001	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.021129	0.006932	0.031178	0.02127267	0.006272309	0.021129	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	10	1	2	8	0.8
B	186	0x0400000000004001	1556336630.854870	1556336645.906618	15.051748	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		172.217.12.174	us	"Google LLC"	443	192.168.10.222	07	"Private network"	55596	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_6	-_GoogleInc,US	443	https	6	9	1874	6418	20	1350	312.3333	359.084	0	15.02221	2.508625	5.108654	0.3986248	124.5038	-0.2	-0.5479981	0x0001	0	0	56	56	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.004665	14.99103	1.670062	4.440324	1.691335	4.440329	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	10	1	7	7
A	188	0x0400000000004000	1556336674.185362	1556336674.185362	0.000000	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	40876	8.8.8.8	us	"Google LLC"	53	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_1	GoogleInc,US_-	53	domain	1	1	47	63	47	47	47	0	0	0	0	0	0	0	0	-0.1454545	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.021236	0.021236	0.021236	0.021236	0	0.021236	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	10	1	18	16	1.6
B	188	0x0400000000004001	1556336674.206598	1556336674.206598	0.000000	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		8.8.8.8	us	"Google LLC"	53	192.168.10.222	07	"Private network"	40876	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_1	-_GoogleInc,US	53	domain	1	1	63	47	63	63	63	0	0	0	0	0	0	0	0	0.1454545	0x0001	65535	0	119	119	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.021236	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	10	17	15	15
A	189	0x0400000000004000	1556336674.216463	1556336674.284388	0.067925	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	49270	172.217.11.3	us	"Google LLC"	443	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_5	GoogleInc,US_-	443	https	5	4	1804	1501	28	1350	360.8	405.8884	0	0.043923	0.013585	0.01539734	73.6106	26558.71	0.1111111	0.09167928	0x0001	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.005746	0.020511	0.0167895	0.005521788	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	10	1	6	8	0.8
B	189	0x0400000000004001	1556336674.237542	1556336674.246211	0.008669	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		172.217.11.3	us	"Google LLC"	443	192.168.10.222	07	"Private network"	49270	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_4	-_GoogleInc,US	443	https	4	5	1501	1804	20	1350	375.25	423.1183	0	0.008601	0.00216725	0.003216913	461.4142	173145.7	-0.1111111	-0.09167928	0x0001	0	0	56	56	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.002631	0.038177	0.0087326	0.01320795	0.0255221	0.01431573	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	10	5	7	7
A	190	0x0400000000004000	1556336700.741700	1556336700.741814	0.000114	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	42729	8.8.8.8	us	"Google LLC"	53	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_2	GoogleInc,US_-	53	domain	2	2	64	108	32	32	32	0	0	0.000114	5.7e-05	4.030509e-05	17543.86	561403.5	0	-0.255814	0x0001	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.021184	0.021509	0.0213465	0.0001149055	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	11	1	36	34	3.090909
B	190	0x0400000000004001	1556336700.762998	1556336700.763323	0.000325	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		8.8.8.8	us	"Google LLC"	53	192.168.10.222	07	"Private network"	42729	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_2	-_GoogleInc,US	53	domain	2	2	108	64	48	60	54	4.24264	0	0.000325	0.0001625	0.0001149048	6153.846	332307.7	0	0.255814	0x0001	3	3	119	119	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.0213465	0.0001149055	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	11	35	33	33
A	191	0x0400000000004000	1556336714.494109	1556336714.494131	0.000022	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	34930	8.8.8.8	us	"Google LLC"	53	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_2	GoogleInc,US_-	53	domain	2	2	66	242	33	33	33	0	0	2.2e-05	1.1e-05	7.778174e-06	90909.09	3000000	0	-0.5714286	0x0001	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.006524	0.021478	0.014001	0.005287037	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	11	1	36	34	3.090909
B	191	0x0400000000004001	1556336714.500655	1556336714.515609	0.014954	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		8.8.8.8	us	"Google LLC"	53	192.168.10.222	07	"Private network"	34930	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_2	-_GoogleInc,US	53	domain	2	2	242	66	97	145	121	16.97056	0	0.014954	0.007477	0.005287037	133.7435	16182.96	0	0.5714286	0x0001	7	7	119	119	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.014001	0.005287037	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	11	35	33	33
A	192	0x0400000000004000	1556336714.516699	1556336714.516699	0.000000	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	43278	216.239.35.0	us	"Google LLC"	123	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_1	GoogleInc,US_-	123	ntp	1	1	48	48	48	48	48	0	0	0	0	0	0	0	0	0	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.025336	0.025336	0.025336	0.025336	0	0.025336	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	11	1	2	2	0.1818182
B	192	0x0400000000004001	1556336714.542035	1556336714.542035	0.000000	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		216.239.35.0	us	"Google LLC"	123	192.168.10.222	07	"Private network"	43278	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_1	-_GoogleInc,US	123	ntp	1	1	48	48	48	48	48	0	0	0	0	0	0	0	0	0	0x0001	65535	0	104	104	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.025336	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	11	1	1	1
A	193	0x0400000000004000	1556336734.264343	1556336734.264343	0.000000	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	38831	8.8.8.8	us	"Google LLC"	53	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_1	GoogleInc,US_-	53	domain	1	1	47	63	47	47	47	0	0	0	0	0	0	0	0	-0.1454545	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.021016	0.021016	0.021016	0.021016	0	0.021016	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	10	1	36	34	3.4
B	193	0x0400000000004001	1556336734.285359	1556336734.285359	0.000000	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		8.8.8.8	us	"Google LLC"	53	192.168.10.222	07	"Private network"	38831	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_1	-_GoogleInc,US	53	domain	1	1	63	47	63	63	63	0	0	0	0	0	0	0	0	0.1454545	0x0001	65535	0	119	119	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.021016	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	10	35	33	33
A	194	0x0400000000004000	1556336734.298636	1556336734.352426	0.053790	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	49190	172.217.11.3	us	"Google LLC"	443	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_5	GoogleInc,US_-	443	https	5	4	1804	1501	28	1350	360.8	405.8884	0	0.030828	0.010758	0.01152074	92.95408	33537.83	0.1111111	0.09167928	0x0001	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.005865	0.020249	0.01661925	0.005377173	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	10	1	4	8	0.8
